 ,Review,an_uong
20,Suất như hình 185k. Hơi cay xíu cơ mà ngon.,4
21,"Mình đi ăn ít khi review mà lần này phải đăng nhập vào để tăng view cho quán. Đi du lịch Quy Nhơn 2 ngày mà đây là quán mà nhóm mình ưng ý nhất, đồ ăn chế biến tươi ngon, phục vụ nhiệt tình, giá cả ok, ăn đứt mấy quán dọc bờ biển Xuân Diệu, ma không hiểu sao quán lại vắng nhỉ. Anh chủ rất dễ thương và tốt bụng, tụi mình để quên đồ đi được đoạn xa rồi mà anh chủ phóng xe chạy theo đưa trả lại, cảm động hết sức và thấy iu con người Quy Nhơn gê, hihi, sẽ giới thiệu cho bạn bè nếu đến Quy Nhơn",5
22,"Quán chế biến món nào cũng rất ngon, anh chủ và nhân viên cũng nhiệt tình nữa. Ở Quy Nhơn thì rất rất nên ghé!",5
23,"Hải sản tươi ngon, đặc biệt là cua.
Thực đơn với những món cua được chế biến lạ, nhất là các món cua sốt đậm đà, lẩu cua cũng tuyệt vời không kém.
Chỉ chụp được dĩa cua tươi sống nấu lẩu, món sốt cua lo ăn quên cả chụp :))",5
24,"Đây là quán cua ngon nhất mà mình từng ăn, đến Quy Nhơn chơi được bạn bè review cho quán này, bản thân mình cũng thích ăn cua nên ghé thử. Tưởng ko ngon mà ngon ko tưởng mọi người ạ😍😍😍",5
25,"Đồ ăn ngon, giá cả phải chăng, đặc biệt các món làm từ cua nhìn rất hấp dẫn, ăn vào thì thôi rồi ngon mê ly.. ,chủ và nhân viên rất thân thiện 34 Nguyễn Nhạc",5
26,"Chả được điểm gì,
Ăn hết 400k món nào cũng lèo tèo
Phục vụ cục kỳ lâu, đợi dài cổ
Khuyên mn đừng dại thử",1
27,"Đã check in tại quán, món ăn được chế biến rất thơm ngon vị đậm đà, phục vụ nhiệt tình và chu đáo, quán thoáng mát sạch sẽ, giá cả lại bình dân. Rất cám ơn và hẹn gặp lại !!!",4
28,Cua đỏ rang me,4
29,"Ghé quán ăn thử thấy khá ngon vừa miệng
Loại dây nhỏ 480k/kg
Loại dây to 380k
Mình chọn 2 con loại 380k thì tầm 800 gram ăn 2 người no lun
Nêm nếm vừa miệng nên khá ok",4
30,"Chỉ chờ mỗi dịp tới Quy Nhơn để ghé quán..
Giá cả phải chăng mà chất lượng trên cả tuyệt vời luôn ạ.. 😍😍😍",2
31,"Trên cả tuyệt vời
Cua rang muối 😍😍😍😍",2
32,Quá tuyệt 😘😘,4
33,"Cảm ơn foody trang web uy tín của thiên đường ẩm thực...khi đã quảng cáo đúng quán VỊ CUA...mình và lũ bạn đã có một trải nghiệm với các món ăn ở đây , đặc biệt là các món cua chế biến theo yêu cầu...mình thích nhất là lâu cua không thua gì với sài gòn",5
34,Ngon ngon ngon,5
35,"Mình vs bạn ở Sài Gòn ra chơi ko bik ăn ở đâu nen len foody tìm thấy quán này và khi mình đến lúc 6h tối mà rất vắng 2 đứa cứ tưởng là dở nhưng vào ăn thì mới bik foody nói đúng, ngon, và đặc biệt là nhân viên rất rất dễ thương 👍 nếu lần sau có dịp ra đây mình sẽ quay lại quán này ❤️❤️",5
36,Ngon lắm nhìn đã mắt lắm,5
37,"Đồ ăn vừa ngon, vừa sạch chưa kể giá cả lại cực kỳ vừa túi tiền phù hợp cho sinh viên . Đi quán nhậu , mình cực kì để ý cách phục vụ của nhân viên khi đi ăn dù cho có ngon cỡ nào mà phục vụ tệ hay k nhiệt tình mình cũng k đến nữa nhưng đến vị cua thì k những nhân viên nhiệt tình mà đến a chủ quán cũng cực kỳ dễ thương nữa hihi Đi học xa mà lâu lâu về que lại đến Vị Cua cùng bạn bè và dần trở thành thoid quen. Đồ ăn hải sản ở đây các bạn cứ yên tâm về chất lượng, vì mình từng mua hải sản ở vị cua rất nhiều lần để gửi đi xa cho họ hàng ai cũng khen tươi và cực kì ngon, chưa bao giờ thất vọng cả Dưới đây là món Cua Singapore nè !! Trời má ngon bá cháy ngon hết phần thiên hạ luôn . Ai đến vị cua thig đừng quên thử món này nha. Vị Cua is the best 🙆🏻🙆🏻🙆🏻",5
38,"Chế biến siêu ngon và giá cả lại siêu rẻ nữa. Mê ly lắm. Nếu đến quy nhơn mà ko đến đây quả thực là một sự thiếu sót cực kỳ lớn. :D hi vọng lại có dịp đi QN, nhất định sẽ ghé. Mình đi 2 người gọi 1kg cua chế biến lẩu và món cua sốt Singapore. Cực ngon ạ.",5
39,"Hôm nay mình có đi ăn đây thấy review khá ổn nhưng thật sự làm mình quá thất vọng
Mình gọi 1 cái lẩu nhân viên mới hỏi minh ăn cua gach hay cua thịt, minh ăn 1 ký cua thịt ( cân còn không đủ 1kg) minh có thấy giá cua thit là 380k/kg nhưng khi tính tiền là 450k/kg . Mình có hỏi tại sao lại giá cao hơn nhân viên nói là cua xô gì đó mới có giá đó. Nhưng rõ ràng là mịnh nói ăn cua thịt .vì không muốn lơi qua tiếng lại với số tiền ko đang bao nhiêu nên mình đi về . Hy vọng quán làm ăn đàng hoàng hơn.",0
40,Đúng chuẩn cua 30 món . Hải sản tươi ngon,4
41,"Lần đầu tiên đi ăn cua mà được ăn nhiều cua như thế, cả đoàn ai cũng khen, cua không to(4 con 1kg) nhưng chắc thịt giá lại hợp lý. Chế biến đa dạng và rất hợp khẩu vị. Mình thích nhất cua sốt singapo ăn kèm bánh mì và lẩu cua ở đây.Quán thì ở phố nhỏ, không gian bình dân thôi chứ phải kiểu sang chảnh nhé cả nhà. Tiếc nhất là mải ăn nên không chụp được ảnh 😂😂😂",4
42,Quá tuyệt 👌,4
43,"Đăng cả bình luận với checkin ủng hộ quán :v
Du lịch với bạn bè nên kiếm quán đặc sản biển phù hợp túi tiền. Lướt foody chọn quán này ai ngờ ăn rồi công nhận ngon cực kỳ luônnnn! Không gian phù hợp với thực khách đúng nghĩa đen ))) tới là chỉ ăn thôi. Giá cả vừa rẻ, nhân viên nhiệt tình, quán còn tặng món và cả tráng miệng nữa :)))) không biết bán có lời không chứ vậy là siêu rẻ so với chỗ mình. 
Chắc phải nói chủ quán lập thẻ thành viên thân thiết dài dàiiiiii do chuẩn bị chuyển công tác tới Quy Nhơn tiện cả đôi đường kakaka.
Lo ăn quá không chụp được nhiều, mà cũng k chỉnh được nhiều nữa :(((",5
44,Quá tuyệt vời 👍👍👍,4
45,"Qua lời giới thiệu của bạn bè nên đi ăn thử ở quán. Bản thân cũng không thích ăn những món từ cua nhưng sau khi ăn món của quán đã làm mình nghiện cua luôn. Toàn những món tươi sống, chế biến rất hợp khẩu vị mà giá cả lại phù hợp. Đã thế còn freeship, có thể đặt mang đến tận nhà để gia đình cùng thưởng thức nếu không tiện ra quán. Sẽ giới thiệu bạn bè nếu có đến thành phố biển Quy Nhơn nên một lần ghé quán !",4
46,"Ngay lần đầu tiên ghé đã rất ấn tượng vì đồ ăn rất ngon, kể cả mấy món đơn giản như mì xào hay cơm chiên,... đều được nấu rất kỹ lưỡng, ngon lành. Còn cua ở đây thì ngon miễn bàn.
Không gian cũng tương đối, mát mẻ. Nhìn tưởng quán nhậu chứ thực ra đi ăn với bạn bè hay gia đình cũng ổn phết. Quán cũng dễ tìm.
Tóm lại là đi một lần rồi sẽ chắc chắn ghé lại lần 2.",4
47,Thích quán này quá. Quán dễ tìm. Đồ ăn lại ngon cơ mk hải sản tươi quá à. Hôm trước đi đúng dịp quán khá đông nhưng phục vụ vẫn rất nhiệt tình và nhanh nhẹn nên khá ưng ý. Sẽ ủng hộ quán dài dài. Kết quán này mất rồi,4
48,"Du lịch tự túc từ xa đến nên lên Foody chọn quán ăn. Thấy review tốt và điểm cao nên ghé ăn thử. Cả nhà không ngờ là cua vừa rẻ mà món ăn cũng rất ngon!! Ấn tượng ban đầu rất tốt, không gian thoáng đãng, phục vụ nhanh nhẹn. Quán đông khách, toàn đến để ăn chứ ít ồn ào. Đặc biệt là món nào cũng ngon. Mà cua là đặc sản nên phải thử. Rất ngon!!! Menu đa dạng tha hồ lựa luôn",5
49,"Các món ăn chế biến từ cua ở quán này rất ngon , mình đã ăn qua cua rang me , miếng , sốt sing , lẩu .... , kêu có 2,5kg cua mà làm tới 4 món , tôm hùm nướng phô mai ăn cũng ok , quán nấu nhanh , phục vụ nhanh nhẹn , rất hài lòng , mình sẽ giới thiệu bạn bè tới ủng hộ",5
50,"Quán không gian rộng rãi, phục vụ nhiệt tình và chu đáo, đồ ăn chế biến nhanh và ngon, đặt biệt là các món chế biến từ cua..sẽ đến lần sau ủng hộ dài dài 😘😘😘",4
51,"cua siêu ngon cực kì rẻ, phục vụ dễ thương vô cùng.",5
52,"Tuyệt 👍👍👍Nghe nói quán đã lâu nay mới có dịp ghé. Món ăn phong phú, đa dạng. Hải sản tươi con, nêm nếm vừa ăn, có dịp sẽ ghé ủng hộ quán",4
53,phục vụ tốt đồ ăn ngon tuyệt vời,4
54,Mình thích ăn miéng xào cua,4
55,Ko những có cua mà còn có cả tôm hùm thích thật đây. Hôm nay mình gọi thử món tôm hùm rang muối. Muối rất ngon. Tôm thì tươi. 1 phần mà chỉ có 85k. Quá rẻ và chất lượng. Sẽ ghé quán dài dài,4
56,"Thức ăn ở quán rất ngon.mình rất thích món cua rang muối,đăc biệt hơn là thích an kiểu gì là chỉ cần yêu cầu đầu bếp là dc.phong cách thì giống như nhà hàng còn giá cả thì bình dân",5
57,chào quy nhơn,4
58,"Cũng nghe nói về quán đã lâu, nay có dịp mấy người bạn du lịch phương xa ghé thăm, thế là dẫn các bạn ghé quán lun.
Về không gian, rất thoáng và rộng rãi, dễ nói chuyện ăn uống thoải mái, nhóm mình đánh giá cao điểm này.

Về các món ăn nhậu, thì đúng với tên quán Vị Cua, các món cua ở đây tươi sống, có bể cua, chỉ đâu làm đó, và vị rất chuẩn và ngon, các bạn mình có bạn ở Bắc, có bạn ở Cà Mau xa xôi, vẫn khen ngon, nói chung hợp khẩu vị lắm.

Giá cả thì rất ổn, nhóm mình toàn dân du lịch đây đó nên nhìn giá niêm yết kêu món ko phải suy nghĩ.

Tóm lại ghé quán mọi người đều hài lòng, và điểm này sẽ là điểm hẹn dài dài để mình đón tiếp bạn bè mọi vùng miền, đợt sau có mấy anh bạn Hàn về thăm, sẽ ghé tiếp ủng hộ.

Cảm ơn anh chủ quán vui vẻ nhiệt tình!",5
59,"Ở xa ghé Quy Nhơn ăn hải sản, lướt foody tìm được quán này nên ăn thử xem sao. Thiệt tình bán cua quá rẻ so với mặt bằng chung mà nấu nêm nếm ngon như nhà hàng. Menu phong phú, dù món quen nhưng vẫn vị lạ mà ngon. Sẽ ủng hộ và giới thiệu bạn bè đến quán dài dài. Lo ăn quá chỉ chụp được vài tấm )))",5
60,10 điểm,5
61,Quán rộng rãi thoáng mát. Món ăn phong phú,4
62,"Nêm nếm vừa ăn, phục vụ nhiệt tình, giá cả hợp lý. Good!!!",4
63,"Mấy anh em đã check in vị cua ở địa điểm mới chưa nè. Chỉ là chuyển từ nguyễn lữ sang nguyễn nhạc thôi nên không cần tìm kím đâu xa . Qua địa điểm mới menu của quán phong phú và đa dạng hơn . Đặc biệt mình cực ưng ý với món hàu nướng phô mai và hàu nướng mỡ hành . Hàu con nào con nấy múp rụp luôn . Mỡ hành thơm phức , vị mặn đậm đà ăn khỏi cần chấm luôn . Phô mai béo ngậy , ăn với hàu sữa là khỏi chê luôn . Mọi người hãy ghé thử ngay siêu phẩm này đi nha",4
64,"Hôm nay ghé lại quán lần nữa vì trót mê đồ ăn ở đây mất rồi . Cua ở đây phải nói là bao rẻ , bao chắc . Chủ quán rất biết cách chế biến nên ăn rất ngon và lạ miệng . Hôm nay có món phồng tôm lắc , ăn khá là thú zị . Muối do quán tự chế nên ăn muối không cũng thấy ngon nữa. Cà ri bò siêu ngon , 1 thố như vầy chỉ có 25k thôi , vị phải nói là chuẩn , đậm đà đến giọt cuối cùng . Chắc chắn sẽ quay lại quán để ăn tiếp :)) . Nghe nói buổi sáng sắp bán bánh canh cua và súp cua , mong tới ngày bán để ăn quá",4
65,"Từ nay không cần phải bỏ một đống tiền để vô nhà hàng ăn cua xịn nữa mà đã có 1 quán chế biến chuẩn nhà hàng nhưng giá cực bình dân người người nhà nhà đều thưởng thức được . Cua ở quán đảm bảo tươi sống , bạn được trực tiếp lựa cua rồi đem chế biến . Có rất nhiều cách chế biến cho bạn lựa chọn như cua rang muối , cua sốt sigapore ( mình cực thích món này ăn với bánh mì siêu ngon ) . Đến đây không sợ chặt chém gì đâu nha , sau khi bạn chọn cua sẽ được cân và phụ thu thêm tiền chế biến nên đảm bảo ăn thả ga mà không lo cháy túi ^^",4
66,"Bữa nay ở trong nội thành cũng được ăn lẩu cua các kiểu rồi. Quán này món chủ đạo là cua nhưng nói chung vẫn có nhiều loại hải sản như cá, mực và một vài món ăn nhẹ khác cho thực đơn nó phong phú. Nhưng đặc trưng nhất vẫn là cua với đủ các món như hấp, nấu lẩu, rang me, xào miến, sốt Singapore. Đặc biệt là được bao lựa cua ngay tại quán, chọn con nào mần thịt con đó. 1 kí chỉ 180kg thiệt là siêu siêu rẻ luôn. chưa thấy chỗ mô cua gạch mà có 180k/kí như ở đây. Cua thịt chắc, gạch tương đối. Nồi lẩu đảm bảo ngọt, nghe chủ quán cam kết không xài mì chính.",4
67,Rất thích phong cách quán Santorino coffee tea. Có thể nói đây là quán cafe đáng để ghé thăm nhất ở Quy Nhơn. Do đi công tác cả tuần nên mình cần tìm một quán cafe yên tĩnh và có đồ ăn để lf việc thì Santorino chính là nơi tuyệt vời nhất từ món ăn cho đến các món desert như flan phô mai hay món mix có nhiều thạch rất sáng tạo. Thích nhất chú chó Alaska cực dễ thương. Quán nhỏ xinh nhưng cũng đủ làm cho khách cảm thấy thoải mái nhất. Khách Tây ở đây đến dùng bữa khá nhiều.,5
68,"Vị trà nằm ở mức ổn. Đứng quầy không mấy nhiệt tình.

Ly trà thái đỏ nhạt lắm luôn nhưng bù lại thạch nhiều, không gian nhẹ nhàng có gối ôm siêu nhiều. 
Vị trà sữa còn lại ổn thôi.",4
69,I & my friend came & had lunch at Santorino cafe on a rainy day. It's very cozy & warm inside. Everything is very clean. Good vibe & friendly staffs. The food & coffee are good. Highly recommended!,5
70,"Bánh, nước đều rất tuyệt. Không gian nhỏ nhưng vô cùng xinh xắn. Điểm cộng là nhân viên rất ư nhiệt tình",4
71,"Quán siêu xinh, đồ uống ngon, giá cả hợp lý",5
72,"Không gian thoáng mát, nhiều món ăn ngon lạ. Chỗ ăn trưa ưa thik của mình. Đồ uống cũng ngon giá thì vừa phải. Mình thích âm nhạc và phong cách phục vụ ở Santorino.",5
73,"Không những không gian thoáng mát và trang trí xinh xắn mà menu ở đây khá đa dạng từ cafe, trà sữa đến các món phô mai, nhiều món lạ mà vị cũng rất ổn. Mùa hè nóng nực mà tìm được một quán như thế này ở ngay trung tâm đường Trần Phú thật thích. Mình thử qua món bánh mì phô mai, ưng lắm.",5
74,"Đồ uống tạm được nhưng giá khá đắt so với mặt bằng quy nhơn, không gian nhỏ nhưng đẹp, chỉ có điều hôm nào đi gặp quán đông người thì thấy ồn ào, ko có ko gian riêng",3
75,"Đồ uống ngon, không gian mát mẻ yên tĩnh và chủ quán rất kute, thân thiện. Sẽ đến Santorino dài dài",5
76,"Nhân viên thân thiện, nước uống ngon, Santorino Milktea ở đây ngon lắng luônnnn
Đặc biệt là không gian rất đẹp và ấm cúng~
Sẽ còn quay lại dài dài~~~",5
77,"Quán này có món mix trà sữa ngon lắm nha, thạch đầy ly, mà thạch làm cũng ngon nữa, trà sữa để riêng rồi mình tự chế vào ly, có cái ly hơi nhỏ không thoải mái lắm,
Không gian quán nhỏ nhỏ xinh xinh nha, nhân viên dễ thương nè, lên món nhanh,",4
78,Trà sữa ở đây ngon lắn lun í. Vị trà thơm và lớp ván sữa rất béo và mịn. Giá tạm ổn. Từ quán mà ship lên đống đa chỉ mất 10k là rẻ.,3
79,"Chết mê chết mệt với quán này thôi à, lần thứ 3 mình ghé quán, đã ghé là ko uốn rời, mỗi lần rời là phải căng cái bụng :). Quán có tông màu dễ thương nên đi ngang qua là bắt gặp liền nhé, nay quán có thêm đồ ăn vặt ngon nhứt mũi nữa chứ. Mình gọi phomai que với khoai tây chiên, phomai ở đây nó ko quá béo, lại có mùi thơm, mình nghỉ quán sẽ thu hút khá là đông giới trẻ teen khi kết hợp căn ăn vặt nữa <3. Nhân viên ở đây rất thân thiện, cởi mở. Có dịp sẽ ghé quán lại nữa nhé.",4
80,"Ấn tượng đầu tiên là cách trang trí tỉ mỉ trong từng đường nét í. Mình chưa thấy quán nào ở Quy Nhơn ấn tượng như vậy. Bắt đầu nói về đồ uống nhé. Mình gọi capuccino, chưa uống nhưng nhìn cách trình này chuyên nghiệp là ưng rồi. Bọt rất mịn, cafe thơm và không có mùi cháy khét, thích nhất là nước đường để riêng để khách tự bỏ vào cafe. Nhiều qán làm cafe quá ngọt, mình ko thích ngọt😁. Gà cay phô mai ở đây mềm, vị rất vừa. Hồng trà sủi bọt cực ngon. Phục vụ cực kỳ thân thiện. Đã đến 2 lần. Túm lại là sẽ đến và đến nhìu lần.",5
81,"The coffee shop is so nice. I like the X'mas decoration. It makes me feel like home. Foods and drinks are very delicious and cheap. The cheesy cheesy chicken baguette is super yummy. Friendly staffs,... Shall go back to try the Cheese fondue.",5
82,"Các teeng Quy Nhơn đâu rồi ạ, đừng đi đâu loanh quanh tìm những quán cafe cho dịp noel này nhé. Thử ghé Santorino Cafe xem như thế nào nhé :)). Quán nay có trang trí thêm cho có không khí noel nè, làm mìn háo hức ghê. Quán đã view zễ thương cực rồi giờ trang trí noel nữa chắc chết :)), nhanh chân check nào kẻo hết mùa noel nhé. Nước quán khá rẻ nên yên tâm về giá nhé, cũng phù hợp cho sinh viên học sinh đấy. Hẹn quán dịp tiếp theo nhé <3 <3 <3 Santorino Cafe",4
83,"Very nice place, love the interior. Friendly staff and owner, good coffee and tasty food.",4
84,"Quán có tông màu chủ đạo là xanh dương và trắng. Nhìn thì thấy quán khá nhỏ, nhưng cách bố trí nên thấy view quán rất đẹp, chật mà chất :)) phong cách view quán và phong cách phục vụ theo kiểu phương tây nên mình khá thích quán này. về thức uống khá ngon đấy, giá lại cũng hợp lý, tại mình đi vội nên không thử được các món con lại. Tóm lại quán này về view rất đẹp, cách phục vụ rất tốt dù khách đông nhưng nhiệt tình. mình rất thích quán này có dịp mình sẽ ghé quán để thưởng thức nốt các món còn lại :))))))",4
85,"View quán nhỏ nhưnng dễ thương lắm, nhân viên thân thiện đồ uống cũng ngon nữa😋😋😋",5
86,"Nếu 1 mình muốn ngồi học tập thì nơi này khá lý tưởng đeer đến
Quán nằm ở vị trí thuận tiện, trang trí khá dễ thương, nhân viên thân thiện, đồ uống pha chế vừa tuy nhiên giá cả hơi đắt 1 xíu, quán có ko gian khá nhỏ",4
87,"Rất okie nhé, quán decor ổn, thực uống okie",4
88,"The coffee shop is wonderfully decorated & make you feel calm & relax, even more so whilst you sit eating the delicious cakes & having many good types of coffee & milk tea - the best milk tea with the cheese foam I've had in Vietnam. Everything on the menu is delicious & unique.",5
89,"Ghé quán này vào buổi trưa nắng nóng nên cảm thấy mát thì thích thôi. Gọi 1 ly trà gì quên tên mất tiêu rồi nhưng thấy giá cũng OK, uống cũng mát mát lạ lạ. Nói chung là hài lòng.",5
90,"Quán không gian nhỏ trang trí rất dễ thương, đặc biệt bước vào quán có mùi thơm thơm khó tả. Đồ uống bình thường, giá cả tầm 30k/ ly cũng ko rẻ, điểm trừ là quán ko gian rất nhỏ nên nói chuyện to hoặc đi với cả nhóm thì ko thik lắm",3
91,"Quán đẹp lắm. Đồ uống ngon và lạ. Mình được nhân viên giới thiệu Trà sữa cheese đầu tiên uống cảm nhận được vị béo và thơm của lớp bọt trên cùng rất thích. Lớp trà bên dưới vừa ko ngọt, có mùi vị của trà. Sẽ quay lại.",5
92,"Nằm ngay trung tâm, trên đường Trần Phú, rất dễ tìm. Ấn tượng nhất là màu xanh trắng và trang trí của quán. Rất đẹp và tinh tế. Thích cái kệ sách, nhiều tiểu thuyết hay :). 
Mình đã thử cafe cốt dừa ở đây, ngon như cafe cốt dừa của Cộng cafe. Sẽ ghé nhiều lần nữa để thử các món trà cheese và Macchiato.",5
93,Quá đẹp. Nhưng đồ uống ko ngon. Nhân viên nhẹ nhàng lịch sự,3
94,"Quán có không gian phải gọi là siêu đẹp í nhìn vô cực kì thích mắt, các bạn muốn chụp hình sống ảo thôi miễn chê nha, view bên trong cực kì đẹp, trông rất thoáng, bên trong có nhiều góc rất đẹp và lạ. Đồ uống có khá nhiều loại, chất lượng cũng oke , order nước nhanh. Ngoài ra các bạn muốn gọi thêm bánh hay đồ ăn thì thoải mái luôn nha. Các anh chị nhân viên nhiệt tình, giá cả phù hợp với sinh viên. Sẽ ghé lại quán nhiều lần nữa. ....",4
95,"Không gian mát mẻ, nhiều trò chơi
Trà royal cheese và tiramisu là hai món mình thấy thích nhất ở đây",5
96,"Quán có không gian xanh ngát từ ngoài vào trong. Thật sự quán này thu hút ngay từ cái nhìn đâu tiên . Kiểu nhỏ nhỏ xinh xinh í . Quán cực thích hợp dành cho các cặp đôi , không gian nhẹ nhàng lãng mạn , nhâm nhi bánh ngọt uống ly hồng trà nữa là hết xảy . Tuy nhỏ nhưng bài trí rất xinh và không có cảm giác bị gò bó vì cái view cửa kính nhìn ra ngoài . Nhân viên phục vụ nhiệt tình , trẻ trung năng động . Vào quán là cảm thấy tâm hồn tươi trẻ hẳn ra ^^",4
97,"Đến thành phố Quy Nhơn chơi, bạn mình dẫn đến Santorino Cafe đường Trần Phú, có vẻ như đây là 1 trong những quán cafe dessert được yêu thích nhất tại đây thì phải.
Quán có vị trí rất trung tâm, mặt đường Trần Phú. Không gian quán thì cũng khá rộng rãi thoải mái, trang trí đẹp, trông thanh và nhẹ nhàng. Đồ uống cũng ngon, cam vắt tinh khiết :)) sữa chua kiwi táo cả sữa chua phúc bồn tử ngon, cả flan cũng không có gì để chê. Nhân viên cũng rất thân thiện với khách. Nếu có dịp, chắc chắn sẽ còn quay lại.",4
98,"Quán mát rười rượi, vào rồi không muốn ra luôn
Các món ăn đã thử & rất kết: 
1. Gà cay phô mai: lớp phô mai mềm, béo, dẻo. Gà có vị cay vừa. 
2. Mì Ý sốt Pesto: thích nhất trong tất cả các loại sốt mì Ý vì mình không thích sốt cà. 
3. Cá viên và bún kiểu Thái: Món này lạ mà ngon. 1 tô to đùng ăn no luôn mà có 38K. 

Sau đây là review thức uống: 
1. Coffee: Coffee Ý là rất đúng kiểu cách. Coffee nhẹ, thơm.
 Món cafe sủi bọt lạ, ngon cực. 
2. Trà: Ô Long sủi bọt rất thanh
3. Bánh Flan gato: vị vừa, không ngọt, lớp bánh flan ở trên rất ngon. 
4. Mình có ăn Pudding trà xanh nữa. Không có chỗ nào để chê.",5
99,"Quán nhỏ xinh nằm ngay mặt đường Trần Phú rất dễ tìm, không gian ấm cúng nhờ ánh đèn vàng, chỉ có tầng trệt. Hơi nóng, tụi mình ngồi dãy ghế trước khung cửa có thể vừa uống nước vừa ngắm phố phường. Nước uống ổn, ko ngọt lắm, vừa. Wifi ổn. Giá nước bình dân. Giữ xe free, nhân viên lịch sự.",4
