 ,Review,an_uong
10,Quán này không gian ấm cúm. Nhân viên thân thiện nhiệt tình. Thức uống ngon giá cả thì hợp tình. Tôi cùng đám bạn hay ghé quán để nhâm nhi tách trà.,5
11,Kem vẫn như vậy cũng tạm ổn ko ngon lắm chắc do ăn nhiều chỗ ngon hơn nên k thấy có gì xuất sắc cả. Bánh thì lần này ăn tệ hết sức. Kêu vị chanh dây mà ăn chua y như xoài. Lần đầu ăn choco và tiramisu thì ngon.,4
12,"Về quê được chị dẫn đến đây,lúc đó chỉ có 1 chi nhánh này thôi. Quán nhìn ở ngoài đã thấy lung linh rồi bước vào lung linh hơn,thiết kế hình ảnh vẽ sáng tạo không còn gì để chê. Không gian không rộng nhưng dễ đi lại,phần nào ra phần nấy 😂 Menu đa dạng nhiều loại mà mình chỉ mê mẩn em trà đào 24k,đào nhiều có mứt đào xay nhuyễn dứoi đáy ly,đậm đà vị trà ngọt đúng mức 😍😍😍😍 bánh tiramisu đúng chuẩn tiramisu, dễ dàng trở thành quán ruột của mình khi về quê là điều dễ hiểu 💯lần gần nhất đây vào quán trú mưa,vừa uống trà ăn bánh nhìn ra ngoài mưa rơi tầm tã đúng kiểu sâu đíp 😂. Kem cũng có nhiều loại,ngon mà rẻ,bánh ngọt có nhiều loại,sữa chua phô mai cũng có nói chung đa dạng khỏi chê,nhân viên phục vụ tốt kể cả nhân viên trông xe nhanh nhẹn,vui tính. Chắc có lẽ mình sẽ không đi chi nhánh mới mà sẽ ghé chi nhánh này nếu có dịp về quê.",5
13,"Lần đầu đến Bình Định mình cũng nhờ foody để tìm quán ăn. Vô tình đi ngang quán này nên ghé vào thử. Quán khá rộng, đẹp và thoáng nữa. Quán có kem tự chọn giống i love kem ở Sài Gòn giá lúc mình ăn là 23.000 đồng /100 gram. Có nhiều vị để chọn. Thích nhất vị dừa và chanh dây. Ngoài ra quán còn nhiều thức uống khác giá tương đối. Từ đây có thể đi bộ hoặc chạy ra bãi biển quy nhơn cách đó chừng 1km. Nếu có cơ hội đến quy nhơn hãy đến đây dùng thử nhé. Nhân viên dễ mến nữa nhé.",4
14,"Lần đầu tiên đến đây, ấn tượng ban đầu là nhân viên phục vụ rất tốt hướng dẫn cụ thể cho mình tiếp là kem rất ngon nhiều hương vị để lựa chọn,quán không những bán kem , còn có bánh các loại và cả nước uống rất đa dạng, trang trí cũng tạm ổn có thể đến vào ngày cuối tuần cùng bạn bè. Một điều nhỏ nếu bạn nào chọn kem nên cân nhắc làm sao cho vừa ăn vừa vừa túi tiền đừng thấy tự chọn kem mà mê quá không coi đến lúc tính tiền là mệt đấy.",4
15,"Jolly nằm ở ngã tư Lê lợi nên nổi bật và dễ chú ý lắm. Quán có nhiều loại kem, bánh âu các loại, và nước uống. Kem ở quán bán theo kiểu 100gr23k nên múc nhiều hay ít cũng ko lo bị lỗ, mà có thể thuận lợi ăn mỗi vị 1 ít, nói nhân viên xúc viên kem nhỏ nhỏ có thể ăn nhiều vị. Topping (các loại hạt rắc lên trên kem) cũng vậy, nhiều ít cũng bỏ vào cân lên. Bàn ghế ngồi vừa người và để vào không gian quán nhìn hợp lý và không bị cồng kềnh rối mắt",4
16,"Không còn gì để chê :((( kem ngon, giá vừa túi tiền, phục vụ đáng yêu nhanh nhẹn, quán lại đẹp vả lại cực kì dễ tìm :3 thế nên 10d nhéee. Quán tủ của mình mỗi khi đến QN đây 
(Ảnh chụp hôm halloween)",4
17,"Quán trang trí rất bắt mắt phù hợp cho mọi lứa tuổi từ học sinh sinh siên và cho cả người lớn... quán có kem tươi, kem tự chọn, bánh ngọt và nước uống giải khát... quán luôn thay đổi và mở rông không gian để phục vụ khách hàng tốt hơn... mình rất thích phong cách của quán và nhân viên phục vụ, rất ân cần và nhiệt tình với khách hàng... nằm trên đường lê lợi, con đường được coi là con đường sầm uất nhất trong thành phố từ trước đến nay nên thu hút được rất nhiều bạn trẻ đến thưởng thức và vui chơi...",4
18,"Quán sạch sẽ, trang trí đơn giản nhưng đẹp, không gian thoáng, tới quán chụp hình cũng rất chất. Kem và bánh ăn khá ngon. Mình thường order 3 loại là việt quất, tiramisu, và bánh cuộn trà xanh. Bánh ở đây rất phong phú, có nhiều loại, giá tiền giữa các loại chênh lệch ít, nhìn chung thì hợp túi tiền học sinh, sinh viên. Nhân viên ở đây dễ thươnng, phục vụ tận tình, chu đáo. Vào những dịp như noel, halloween,... quán có trang trí lại chút ít, rất có không khí của noel, halloween :)",4
19,"Lần đầu tiên mình vào quán thấy quán rất rất sạch sẽ, trang trí đúng chất đẹp, rất hợp style của mấy bạn trẻ teen tên, tới quán chụp hình cũng rất chất. 
Mình chưa ăn kem cho nên mình sẽ chỉ review bánh của quán thôi. Mình order 3 loại tiramisu, việt quất, vs bánh su kem. Theo mình nghĩ bánh ở quán k ngon bằng mấy quán khác nhưng cũng đáng để thử vì bánh ở đây rất phong phú, giá tiền cũng phải chăng, hợp túi vs các bạn học sinh, sinh viên. Quán này mình đi cùng vs bạn bè hay người thương thì cũng rất rất dễ thương và lãng mạng luôn nhé ;)
Lúc mình tới quán thì quán hơi đông 1 chút, vs lại mình thấy bên hàng kem ngta cũng xếp hàng đông cho nên phục vụ hơi chậm 1 chút",4
20,"Quán kem Ý đầu tiên xuất hiện tại Quy Nhơn được decor đẹp. Tuy nhiên, ở đây phục vụ kem tuỳ chọn nên có rất nhiều mùi và topping để trang trí cho ly kem của bạn nhưng chỉ có một số loại kem ăn ngon và vừa vị chứ không phải là tất cả. Quán có phục vụ đồ uống và bánh có dịp sẽ ghé thử sau. Nhân viên dễ thương nhiệt tình, chỗ gửi xe hơi chật. Giá cả được niêm yết rõ ràng và ổn so với chất lượng phục vụ. Sẽ quay lại vào thời gian tới",4
21,"Quán có kem tự chọn nhưng mình ăn thấy bình thường, không quá đặc sắc như lời đồn :D. Các mùi hôm đó mình ăn, chỉ ưng mùi chocolate. Nhưng... Bánh brownie ở đây ngon, lần đầu tiên ăn được brownie hợp khẩu vị đến vậy. Thành ra mình chụp hình mỗi cái bánh thần thánh này. Giá bánh thì cũng tuyệt như bánh, 11k/cái. Bánh ngọt và đắng nhẹ, vị rất hài hòa, bánh còn có hạt ở trong (hình như hạt óc chó) mà không phải kiểu cho đậu phộng như mấy quán khác đâu nhé.
Mình cũng ăn thử yogurt nhưng đối với mình nó hơi chua, ăn không hợp. 
Giá cả thì đã được quán niêm yết rõ ràng, giá như vậy là ổn so với chất lượng.
Hôm mình ghé quán, có anh phục vụ hơi bị đẹp trai nữa, điểm ++ cho quán luôn.",4
22,"Quán kem ý decor thuộc dạng dễ thương nhất ở quy nhơn, kem ăn ngon :3 giá cũng hợp với chất lượng :3 có dịp ghé lại qui nhơn sẽ thử các mùi khác :p",4
23,"Trước giờ mình ăn kem trừ merino thì mấy loại khác thấy bình thường hk đậm vị bằng. Hôm bữa đi ăn thử tại nge nhiều bạn về khen nức nở. Cong nhận là kem ngon thật. Nhiều vị, vị nào ra vị đó, đặc biệt mình thích trà xanh, socola, với tiramisu, ăn rất đã, nhiều topping để lựa chọn nữa, mình cũng dùng thử bánh nhưng k được thích cho lắm, giá cả cũng rẻ hơn nhiều chỗ khác, ngon hơn kem pop ( theo cá nhân mình là vậy ), nhân viên thân thiện dễ thương, không gian quán đẹp được mở rộng hốn với banđầu. Sẽ ủng họ dài dài.",4
24,"Kem ở đây rất ngon,ăn rất vừa vị. Có nhiều mùi và có nhiều thứ để ăn kèm. Các ann chị phục vụ rất vui vẻ,nhưng kem hơi ngọt một xíu :))). Nói chung kem ở đây rất là ngon :)))",4
25,"Quán đẹp, không gian đa dạng! Có cà phê, bánh, kem tự chọn! Phong phú mà phục vụ rất tốt! Chất lượng ok! Nếu có dịp hãy ghé quán nhé! Mình thấy nó ko thua gì các quán ở sg đâu",4
26,"Kem ngon mà quá rẻ so với hà nội, nên theo m thấy là hợp lý. Có rất nhiều loại kem và topping để chọn. Có cả kem tươi ngoài kem có sẵn. Quán bán cả các thức uống khác dù m thấy ko đặc sắc lắm. Nhưng đây là quán kem mà. Điểm trừ nữa là quán nhỏ so với lượng khách quá đông và nhiều trẻ con nên ồn",4
27,"Kem ngon, topping và kem đều đa dạng. Giá cũng không đắt lắm. Kem chanh chua thanh dễ chịu. Kem trà xanh cũng được nhưng không có gì đặc biệt. Kem bailey ăn lạ lạ nồng nồng :3 
Không gian quán đẹp và khá thoáng. Menu đa dạng. Muốn ăn thử bánh mà chưa có dịp... nhân viên dễ thương nhiệt tình, có mấy bạn nam rất ưa nhìn. chỗ gửi xe có hơi ít. View đường phố khá tuyệt. sẽ quay lại.",4
28,"Mình sống ở SG đã 6 năm, ăn uống nhiều loại mô hình kem, yoghurt ở đây rồi, nên ko lạ gì hình thức kem tự chọn của Jolly hết. Thế nhưng khi đến quán mình vẫn cảm thấy rất thích thú và ngạc nhiên.
- Vị trí: nằm ở ngã tư, rất sáng sủa, quán khá rộng rãi và không gian thoáng đãng, chỗ để xe cũng ok. Có người coi xe và dắt xe cho khách nữa.
- Không gian: decor quán rộng và rất bắt mắt, trông khá là ""metro"", có nhiều loại bàn ghế cho khách chọn. Bạn có thể chụp ảnh với những đồ trang trí vintage nếu thích.
- Kem ở đây ngon, rất đa dạng về mùi vị, đây là điều mình ấn tượng nhất, khách đc thoải mái ăn bất cứ gì mình thích, có hơn chục mùi kem lận. Topping nhiều loại phong phú, tươi ngon. Giá cả cũng ok nữa. So với số tiền mình bỏ ra để ăn 1 lần ở SG là 70-80k thì vô đây rẻ hơn rất nhiều mà chất lượng ko thua bao nhiêu!
- Ngoài kem còn có yoghurt và bánh nữa. Chưa thử nhưg nhất định về QN lần tới sẽ thử!

Nói chung là đã đến QN nhất định phải ghé quán!!!",4
29,"Kem Jolly - Quán kem tự chọn hiện đang khá nổi tiếng trong lòng khách hàng Qui Nhơn ! Đây là quán kem tự chọn đầu tiên được mở ra tại Qui Nhơn . Mình rất háo hức nên ăn ở đây từ ngày đầu khai trương .
Quán lúc đầu bán chỉ với một gian nhỏ cũng khá rộng , mát mẻ , bàn ghế nhiều . Nhưng khách đến rất đông , trong những dịp lễ hay những ngày cuối tuần thì đông nghẹt khách . Nên hiện nay quán đã mở thêm một gian nhỏ nhỏ xinh xinh bên cạnh . Quán được deco rất dễ thương .
Nhân viên phục vụ dễ thương , thân thiện và hiếu khách. 
Có đủ các loại kem được bày bán , khách ăn gì thì cứ việc chỉ vào là nhân viên múc ngay cho một viên kem to ụ . 🍨🍦
Sau khi lựa kem xong , nhân viên sẽ đưa li kem cho khách . Rồi khách mang sang quầy topping . Topping nhiều cực luôn , nhìn đã cả mắt . Khách ăn bao nhiêu hay thích ăn gì thì tự tay bỏ vào và deco li kem của bản thân theo ý thích . Topping có nhiều loại : các loại hương để rưới lên trên kem , các loại bánh như bánh gấu , bánh quế... Các loại thạch trái cây , thạch dừa , .. Có trái cây như dâu , nho khô ,... Có kẹo dẻo , kẹo đủ màu .. Bánh oreo , kẹo mark ... 
Mình thường ăn ly 4 loại kem , và múc các loại topping tuỳ ý . Giá khá rẻ so với mặt bằng thành phố . Khi tính tiền bản thân mình sẽ đặt lên cân điện tử . Giá sẽ hiện lên màn hình . Một ly như vậy tầm 30k trở lên . 🍦
Ngoài kem ra quán còn bán các loại nước , bánh ngọt ăn kèm
Mình khá ưng ý với bánh su kem và các loại bánh tiramisu ! 🍰 
Bánh bông lan trứng muối thì hơi nhỏ , mà vỏ bánh thì bị khô , trứng muối hơi nhỏ và cũng bị khô . Nên mình k ưng ý lắm
Nói chung là mọi thứ ổn . Sẽ luôn ủng hộ quán ! 🍦",4
30,"Về quy nhơn mới thấy nhiều quán mới rất hay..kem ngon,trái cây và các loại bánh kẹo rất nhiều..không gian quán cũng khá sáng và thoải mái..quán còn có bánh và các loại nuớc nữa.. giá ok",4
31,"Quán view đẹp , mát mẻ . Nhân viên phục vụ nhiệt tình , chu đáo . Kem mát , ngon , k bị quá béo . Bánh và các loại nước khác đều ổn . Mình ăn từ đây từ ngày đầu khai trương . Ưng ý quán này lắm . Giá cả hợp lí . Sẽ ủng hộ quán dài dài 🍦",4
32,"Mình ghé quán hôm mùng 2 Tết với mấy bà chị. Học trong SG mà cứ thấy QN checkin rần rần quán này nên về cũng phải đi thử cho biết :)) mình ghé tầm 8h tối, quán đông nghẹt, order cũng nhanh, thức uống thì mình cũng gọi cf như bao lần nên cũng bt :) hẳn là sẽ quay lại :))",4
33,"Quán rộng, đẹp
nhân viên phục vụ ok
Quán phục vụ các đồ uống ngon, bánh mousse các loại. giá chỉ 11-12k/ cái. nước uống tầm 22k-31k. 
Nhân viên giữ xe lịch sự",4
34,"Ghé Quy Nhơn đc mấy tiếng, k biết đi đâu nên lên Foody search, tìm ra quán này nên ghé thử. Ấn tượng đầu tiên là quán trang trí siêu đáng yêu siêu đẹp. Mình ord bánh ngọt, giá rẻ mà rất ok 👍👍 mình ord 1 ly trà đào, cũng bth, k quá tệ, chỉ có 2 miếng đào nhỏ 😒 tiếp đến mình đi lựa kem, có khoảng 20 vị, có thêm mấy cái như bánh ốc quế, socola, chip chip,blah blah để rải lên kem, rất thích điểm này 💕 nhân viên ok, quán tự phục vụ, ord xong trả tiền nên đừng bạn nào vô ngồi chọn bàn rồi chờ nhân viên tới nha 😂😂 địa điểm nên đến ❤💙💚💛💜💓💕",4
35,"I've lived in Quy Nhon for the past month and I've probably been to Jolly more days than I haven't.  The coffee is great, but the atmosphere and the people that work there make it awesome.  It's a great place to meet up with friends or shoot off some emails.  I highly recommend!!!",4
36,"Giá cả thì hơi đắt, nhưng mà mình nghĩ so với mặt bằng chung các món tự chọn vậy thì cũng xem xem nhau. Decor đẹp. Vì mình vào lúc đầu khai trương đông khách, lại hết kem phải ăn yaourt nên k đánh giá đc nhiều. :(",4
37,"Giá cả có thể chấp nhận được, quán trang trí đẹp mắt. Mấy bạn nhân viên vô cùng dễ thương và chìu khách. Đặc biệt mấy bạn nam giữ xe. Nhiệt tình quá trời",5
38,"Giá cả có hơi đắt so với túi tiền sinh viên nhưng chất lượng chuẩn )) cơ mà vị trí ko thuận lợi cho lắm (đối với mình thôi :v do ở khá xa quán kem). Mình là sinh viên xa nhà, hè vừa rồi về mới được bạn giới thiệu cho Jolly, thích lắm, quán bài trí xinh, nhân viên tận tình. Nói tới nhân viên làm mình nhớ tới lần đi với nhóm bạn, vô quán ăn hết phần kem nhưng vẫn cứ ngồi đồng ko muốn đi :v mấy chị nhân viên thì cứ thấy bình nước trên bàn vơi hơn nửa là lại đem bình khác ra đổi dù tụi mình uống cũng được 5 bình muốn phình bụng rồi :v mấy anh nhân viên phục vụ bên ngoài với dắt xe cũng nhiệt tình và khá dễ thương ))) Nói chung quán toàn trai xinh gái đẹp, phục vụ tốt, kem ngon, hay update món mới, chỉ tiếc là mình đi học xa nên chỉ có mấy dịp lễ tết hay hè mới về để ăn kem được :'(",4
39,"Nhân viên dễ thương, quán trang trí đẹp. Kem chất lượng với sự lựa chọn đa dạng, phong phú. Chủ quán đang cố gắng mở rộng thêm phần bánh và phần kem. Rất thích tinh thần này",4
