,Unnamed: 0,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,clean_review,label
10,10,"Cuối tuần vừa rồi gia đình tui đến đây, ngộ. Ở thành phố quen rồi, đi tàu ra một địa điểm cách thành phố có 10km mà như một quang cảnh hoàn toàn khác. Nhà hàng bè nổi, gió mát rười rượi, cá tươi bơi trong bè trông đã dễ sợ. 
tui với con em mượn anh chị chủ quán cái cần câu, câu cũng được dăm ba con cá sơn. hehe
sẽ quay lại đây.",0,0,5,0,0,0,c,{nha_hang#very_positive}
11,11,"Mấy bữa trước có ăn ở nhà hàng này cơm và món ăn làm rất ngon nhưng khi quay lại thì phục vụ quá tệ. Phục vụ thì ngồi đầy ở bàn ăn, xin thêm đĩa giá thì phục vụ có vẻ như không muốn cho, đến nỗi mình phải nói cho hai dĩa giá đi rồi trả tiền chứ đừng có căi kiểu đó ( cái anh phục vụ đó lại chỗ mấy người khác rồi nói cái kiểu không muốn cho nên mình tức). Nói chung là đồ ăn ngon nhưng dạo này phục vụ tệ quá",0,0,2,4,0,0,m,"{nha_hang#negative}, {an_uong#positive}"
12,12,"Thiệt sự chỗ này rất tuyệt vời luôn , có nắng , có biển , đồ ăn nước uống lại ngon , đặc biệt trai Tây đông lắm , anh nào anh nấy cao ráo , đẹp trai lại dễ thương , bắt chuyện rất thân thiện . Buổi chiều ở đây mặt trời lặn , gió mát , có tiếng sóng biển , thiệt tình là phê hết chỗ chê luôn í",4,0,0,4,0,0,t,"{giai_tri#positive}, {an_uong#positive}"
13,13,"Đi công tác, lúc nào cũng ghé quán này ăn, đúng nghĩa ngon, bổ, rẻ, nhiều, tươi.",0,0,0,4,0,0,đ,{an_uong#positive}
14,15,"Mình mới đến ăn trưa nay. Cũng không có gì đặc biệt cả. Mình thấy thế. Cơm gạo gãy với sườn nướng và cơm gà. Mình thấy thịt ướp hơi ngọt và nước mắm cũng ngọt nốt được cái canh chua ngon.mà chả hiểu sao quán đông khách quá. Thịt thì nướng phía trước quán nữa nên khói quá chừng. Giá thì không dành cho sinh viên. Vì phần rẻ nhất là 30k rồi. Mà quán thì chật chội, giấy ăn thì vung vãi khắp nơi. Haizzzz. Hình như mình không hợp với quán này lắm. Nên chắc không quay lại đâu.",0,0,1,3,0,0,m,"{nha_hang#very_negative}, {an_uong#normal}"
15,16,"Mình không có cảm tình với chỗ này lắm dù không gian trang trí được, có nhiều chương trình hoạt náo hơn Lotteria hay KFC,... Thức ăn giá ngang với các chỗ khác nhưng chất lượng không bằng. Kem cũng tệ hơn nhiều nữa.",0,0,0,2,0,0,m,{an_uong#negative}
16,17,Hải sản ở đây tươi ngon và giá cả cũng khá hợp lý.nhân viên phục vụ tận tình chu đáo.tuy nhiên không tránh khỏi những sơ suất vì mới khai trương.nếu khắc phục sớm sẽ là một điểm ăn hải sản lý tưởng để ghé vào mỗi dịp cuối tuần.(món hàu sữa ở đây tuyệt vời và khu sảnh view quá đẹp),0,0,0,4,0,0,h,{an_uong#positive}
17,18,"Mình cũng vừa mới nghỉ dưỡng nơi đây, rất yên tĩnh, view cực đẹp, mình và bạn mình cứ selfie đủ kiểu. Hôm mình ở, có mấy bạn vào chụp hình cưới, mình có tham khảo về giá chụp hình cưới thì biết nếu đặt phòng ở thì free chụp hình cưới. Mình đặt vào thời điểm mùa này nên được giảm 50% giá phòng, Mình đặt phòng Hill Top Villas Room giá còn 1.800.000 nhưng khi đến nhận phòng, lễ tân thông báo, mình được nâng hạng phòng view đẹp hơn là Ocean Villas Room mà vẫn giữ nguyên giá, không charge thêm phí. View của phòng mình là biển trước mặt, nhìn về thấy trung tâm thành phố và 1 bên là biển Quy Hòa (nơi Hàn Mạc Tử sống ở đó) mình nghe lễ tân bảo vậy. Tóm lại view đẹp hơn sức mình tưởng tượng. Nhân viên cực kỳ thân thiện. Mình sẽ quay lại nhiều lần nữa và lôi kéo thêm bạn của mình.",0,5,0,0,0,0,m,{luu_tru#very_positive}
18,19,"WTF, cái quán kém chất lượng như vậy không hiểu sao tour lại dắt đoàn cty mình vào. Tráng mieng bưng ra dĩa bánh ít hôi thiu, hỏi nhân viên thì được nhân viên nạt nộ, giống như chủ quán muốn đuổi khách. Đừng dắt khách nước ngoài vô đây làm mất hình tượng VN quá.",0,0,1,0,0,0,w,{nha_hang#very_negative}
19,20,"Nhà nghỉ nằm ở một vị trí đẹp, trung tâm thành phố, gần biển, khu mua sắm, các điểm vui chơi, giá cả hợp lý, phòng nghỉ sạch sẽ, nhân viên ở đây tuy tư nhân nhưng rất thân thiện, có cả cho thuê xe máy rất tiện cho việc đi đây đó khi ở lâu, giá cả vô cùng hợp lý.",0,4,0,0,0,0,n,{luu_tru#positive}
20,21,"Hôm đấy bên văn phòng thành phố mời các đoàn ăn tiệc, bao luôn cả nhà hàng. Mình được đi ké khách. Thực đơn hôm đó có khá nhiều món, gồm chả giò hải sản, súp hải sản, ngũ quả luộc- kho quẹt, gà chiên mắm, gà hấp- cháo lòng gà, trái cây. Bàn mình có người không ăn mặn nên có thêm dĩa mỳ xào chay. Đồ ăn thì mình thấy không ngon lắm, chả giò khá cứng, gà chiên mắm hơi ngọt, gà hấp nhiều mỡ nhưng mỳ chay và súp hải sản ngon cực, bị thích mắm kho quẹt. Nhân viên nhanh nhẹn và phục vụ nhiệt tình",0,0,4,4,0,0,h,"{nha_hang#positive}, {an_uong#positive}"
21,22,"Nhà hàng Sisters với pizza, mì ý chuẩn kiểu tây, ngoài ra nhà hàng còn nhiều món khác như hamburger, bread, beef, và những món hấp dẫn khác, nhà hàng pizza mình thấy ngon nhất từ trước giờ được ăn ở quy nhơn, hương vị rất tây, nhà hàng có chú pet cực dễ thương Jymmy, không gian cũng rất lãng mạn cho những cặp đôi hẹn hì, nhà hàng còn nhận book tiệc như sinh nhật, 
Đặc biệt nhà hàng với dàn nhân viên trai xênh gái đẹp, phục vụ cực kì thân thiện, sẽ sẵn sàng tư vấn cho khách hàng nhiệt tình :))))",0,0,5,5,0,0,n,"{nha_hang#very_positive}, {an_uong#very_positive}"
22,23,"Mình là người miền nam mình ăn khá nhiều quán ở quy nhơn rồi nhưng với mình thì quán này ngon nhất, món***cúc đất thơm ngon, món cá chiên làm rất ngon ngon hơn ở miền tây luôn nói chung món nào cũng ngon đầu bếp rất biết nấu và ướp gia vị, vừa mới gọi món thì 2,3p sau đã có hết nên mình rất ưng, không gian quán đẹp thoáng mát mẻ nên đi vào buổi chiều tối thì quán lên đèn rất đẹp không gian quán kiểu xưa vck mình rất thích mỗi tội đường lên quán hơi k được tốt nhưng quán thì rất ngon đẹp nhân viên dễ thương và có 2 chú***mực rất dễ thươn kiu làm kiểu cho mình chụp hình cái cũng làm theo luôn 🤣",0,0,5,5,0,0,m,"{nha_hang#very_positive}, {an_uong#very_positive}"
23,24,Mình đi ngày 26/07 thì bãi tắm Hoàng Hậu đang được trùng tu. Nghe tour guide nói là trùng tu trong vòng 3 năm :(. Không cho du khách xuống tham quan.,0,0,0,0,0,0,m,"{nha_hang#very_positive}, {an_uong#very_positive}"
24,25,"Hè này công ti tổ chức cho nhân viên đi chơi ở Quy Nhơn, mình mới đến đất võ lần đầu luôn. Phòng nghỉ ở khu resort do công ti book nên mình cũng không rõ giá cả thế nào, chỉ biết chỗ này thuộc loại resort 4 sao. Ấn tượng xấu nhất của mình là lúc nhận phòng, nền nhà bụi bám kinh khủng, buộc phải đi dép, còn lại cái tiện ích đầy đủ, kết mấy chai sữa tắm cute. Nhân viên tới tận phòng hướng dẫn khá tỉ mỉ. Cỡ 6 giờ phải đóng cửa chống muỗi rồi. Các dịch vụ đi kèm của resort như buffet, cơm trưa không có gì bàn cãi.",0,2,0,0,0,0,h,{luu_tru#negative}
25,26,"Vào QN lần đầu, cũng search trên mạng, thấy quá trời người recommend quá nè, nên qua đó luôn.
Vào quán toàn người Hà Nội là biết là quán này cho khách du lichk rồi. Ốc hương m mua ở Hn là 360k/kg, ra ngoài hàng tầm 90-100k//đĩa, thì ở***này là 580k/kg nha mn. Siêu mắc. Ăn xong đi bộ lên một tẹo thì các quán khác giá mềm hơn nhiều. Trc khi ăn cứ đi hỏi thăm tham khảo đã mn nha. 
Mn cứ xem bill m up nha.",0,0,0,3,0,0,v,{an_uong#normal}
26,27,"Nếu chưa bao giờ ăn bò né, thử đến Phạm Gia sẽ không bao giờ thất vọng. Vừa ngon lại vừa chất lượng, có cả chỗ cho các bé chơi nữa, quán ăn sạch sẽ thoải mái. Nhân viên phục vụ lại hoà đồng, vui vẻ. Rất hài lòng.",0,0,5,0,0,0,n,{nha_hang#very_positive}
27,28,"Hôm qua đi vô quán.. Mang tiếng là nhà hàng mà từ phục vụ gửi xe đến phục vụ đồ ăn cung cách dở ở là dở... gửi xe thì ko có thẻ xe, lỡ mất thì chả bít nói ai.... nhân viên gửi xe mà bắt khách tự đi gửi tự dắt xe....mà con nạt nữa chứ... Nhân viên phục vụ thì ù lì chậm chạp.... hết đá thì phải đi xin mới cho, mà xin rồi cũng ngó lơ chứ chẳng cho, phải xin 2 3 lần mới được... phục vụ thua cả mấy quán bình dân ở sài gòn... 
Về đồ ăn thì quá dở, mang tiếng là xử biển mà mực thì khô queo, mực thì chả tươi tí nào, thua cả ở những vùng biển khác, không biết quán khác thì sao chứ nhà hàng này thì tệ... ăn hàu hay sò điệp nướng cảm nhận được cái to nhiều thịt nhưng lại ko ngọt... nêm nếm thì chả ngon, lạc nhưng giá mắc ngang ngửa sài gòn có khi hơn... nghĩ sao ăn cua mà 470k/1kg thì về sài gòn ăn còn rẻ hay đi chỗ khác.... thấy được khen ăn thử thất vọng, vừa thấy uổng số tiền bỏ ra nhưng mà ăn ko thấy ngon...mọi người nên cẩn thận khi đi vào... 1 lần và say goodbye em nó... ko có ghé lần 2 nữa đâu.....",0,0,2,2,0,0,h,"{nha_hang#negative}, {an_uong#negative}"
28,29,"Mình hay ăn ở KFC hơn lotte và jollibee . Gà ở đây có vẻ ngon hơn và không bị mềm . Giá ở đây dao động trong khung từ 38k-150k theo từng suất ( mình lựa đại nên cứ cỡ đó mà quất chứ cũng k cố định ) . Khoai tây chiên ở đây chấm tương cực ngon , gà cũng ổn . Phục vụ nhanh nhưng nhân viên có vẻ rập khuôn và không hay cười cho lắm . Còn lại mọi thứ mình thấy khá ổn . Chỗ này khá rộng rãi nhưng hơi ồn cho những bạn thích yên tĩnh , ở trung tâm thành phố nên khá dễ tìm .",0,0,4,4,0,0,m,"{nha_hang#positive}, {an_uong#positive}"
29,30,"Trưa đi chơi xong, khách đoàn mình muốn đi ăn nên tụi mình vào đây. Do nhà hàng nằm sát cạnh khách sạn quy nhơn nên tiện lắm. Ở đây chuyên phục vụ các món ăn âu á, có tổ chức liên hoan và đặt tiệc nữa. Không gian rộng và trang trí theo kiểu quầy bar, khá sang trọng. Menu đa dạng, có phục vụ cả rượu vang và nước uống nhiều loại. Đắt nhất là đồ âu và thịt bò. Mình gọi món theo yêu cầu, ăn khá ổn. Có đậu chiên, bông cải xào bơ, canh lá giang thịt bò, cá bốp kho niêu. Nhân viên chuyên nghiệp.",0,0,4,4,0,0,t,"{nha_hang#positive}, {an_uong#positive}"
30,31,"Từ bên ngoài nhìn vào nhà hàng này khá là rộng rãi và cũng cực kỳ sang trọng luôn nhe, do mình đi với công ty nên đồ ăn này nọ đã được đặt sẵn hết rồi khi nhóm mình đến chỉ việc ngồi vào bàn là đồ ăn mang ra liền rồi, đồ ăn của nhà hàng mình ăn thấy khá là vừa miệng ấy chứ, đồ hải sản tươi lắm nhất là món mực còn giòn giòn dai dai ăn sướng miệng luôn ấy
Mấy bạn nhân viên nhiệt tình nhưng cũng chưa được chu đáo cho lắm cứ lu bu sao ấy",0,0,4,4,0,0,t,"{nha_hang#positive}, {an_uong#positive}"
31,32,"Tháp này nằm trong thành phố luôn nên đi khá tiện, vô thì chỉ có tháp này chụp hình thôi chứ không có gì khác, khá đông khách, kiếm chỗ chụp hơi cực hihi",3,0,0,0,0,0,t,{giai_tri#normal}
32,33,"Đến Quy Nhơn bạn nên ăn quán này. 
Quán này có thể nói là mới lạ.
Nhiều bạn ở Quy Nhơn chưa đi.
Nhưng món ăn rất ok về độ tươi sống.
Nếu đi Tầu Hoa Hoa thì ra đây ăn còn hơn.
Có điều Quán cần quảng bá số điện thoại rộng rãi hơn và thêm dịch vụ vận chuyển ra đảo.",0,0,4,0,0,0,đ,{nha_hang#positive}
33,34,"Safari chỉ có tầm 14 loài thôi, mà khỉ là nhiều nhất vì khỉ sống được ở tất cả các khí hậu. Còn có lạc đà cũng sống được khí hậu nóng, mấy con còn lại như thỏ, thiên nga, chim.. có lẽ không chịu được nhiệt độ oi ả của Quy Nhơn nên chỉ lèo tèo, ốm yếu. Thực ra siêng đi bộ dạo một vòng là hết rồi, không cần phải đi xe điện tính 30k/người đó.

Với quy mô cũng như số lượng như thế mà vé vào cổng 80k/ người lớn; 60k/trẻ em thì mình thấy khá đắt, chụp hình với con vật cũng tính thêm tiền. Cả cái safari rất ít cây xanh nên nắng nóng dễ mệt. 

Safari thì phải làm sao để ngừoi gần gũi với thú nhất nhưng thấy cái này chưa thể hiện được hết tầm cỡ của 1 safari, hi vọng sắp tới sẽ cải thiện thêm.",2,0,0,0,0,0,s,{giai_tri#negative}
34,35,"Mình vừa đặt một con gà thả vườn ở nhà hàng Mộc Viên, nửa con nướng, nửa con hấp cùng với bộ lòng xào mướp. Từ lúc mình đặt thì khoảng 1 tiếng sau thì đã xong, lúc mình mang về gà vẫn còn nóng. Cả nhà ăn xong ai cũng nói gà khá ngon, ăn vừa miệng. Đặc biệt, mình rất thích phần đồ ăn kèm rất là nhiều như dưa chua, dưa chuột, cà chua và rất nhiều loại nước chấm khác nhau (tuỳ theo sở thích mỗi người). So với mặt bằng chung tại Tp.Quy Nhơn thì 1 con gà/195k cũng không quá đắt, cũng không rẻ quá, tóm lại là giá cả phải chăng, đồ ăn ngon, thế thôi!",0,0,0,5,0,0,m,{an_uong#very_positive}
35,36,"FLC Luxury Resort Quy Nhon chắc là 1 trong những resort hằng đầu ở Quy Nhơn. Vị trí gần biển thuận tiện sáng sáng đi ra hóng gió, đón bình minh nữa. Chưa khi nào thấy không khí tuyệt diệu như tại đây. Quy Nhơn luôn mang đến cho mình nhiều cảm xúc hehe.

Về phòng ốc, FLC Luxury Resort thiết kế rộng, sang trọng. Từng góc đều decor rất tinh tế. Bước vào phòng chỉ muốn nằm xuống ngã lưng ngay lập tức. Mấy bạn nhân viên cũng chu đáo và chuyên nghiệp. Khi nào có dịp ra đây mình lại ghé...",4,5,0,0,0,0,f,"{giai_tri#positive}, {luu_tru#very_positive}"
36,37,"Mình chọn nhà nghỉ này vì được 1 người bạn ở Quy Nhơn giới thiệu. Bữa mình nghỉ là ở nhà nghỉ Mỹ Hạnh 1, giờ hình như mới mở thêm 1 cái nữa thì phải. Giá phòng ở đây mức giá ngang với mặt bằng giá bình thường, phòng sạch sẽ, yên tĩnh, phục vụ dễ thương. Rất rất vote ở điểm là nghỉ ở đây sẽ được free ăn sáng đặc sản Bún tôm bún rạm Mỹ Hạnh :3 Bún cực ngon, có điều quán cực cực kỳ đông, nên đi sớm",0,4,0,0,0,0,m,{luu_tru#positive}
37,38,"Địa điểm mặt tiền đường trong trung tâm thành phố nên khách du lịch dễ tìm.
Phục vụ bình thường, không tốt để khen nhưng không tệ như các quán quá nổi tiếng.
Không gian thoáng mát, không quá hầm hay có mùi từ bếp xông ra.
Đồ ăn vừa miệng, giá hơi cao, thích hợp ăn trưa cùng gia đình hoặc chiêu đãi khách.",0,0,4,0,0,0,đ,{nha_hang#positive}
38,39,"Mua sắm sinh viên, đồ đạc đa dạng, giá lại hạt dẻ nữa",0,0,0,0,0,4,m,{mua_sam#positive}
39,40,"Bãi biển này đẹp lắm lun, thích hợp để câu cá và nướng ăn tại chỗ, vừa tươi vừa ngon. bãi đá khá lởm chởm nên đi cần cẩn thận, vì đá ở đây rất sắc, rất dễ bị đứt chân. buổi tối đi dạo ở đường bờ biển quy nhơn cũng rất mát, thoáng. 1 nơi đẹp nhưng ít người biết đến. du lịch ở đây vẫn chưa phát triển mấy, chủ yếu là khách địaphương, ít người du lịch bụi như mình. được cái biển rất đẹp, sẽ quay lại khi có cơ hội",4,0,0,0,0,0,b,{giai_tri#positive}
40,41,"Trung lương trời xuân đẹp ngất ngây. Decor nhiều không gian để chụp ảnh tự sướng. Đến đây cùng bạn làm một bộ ảnh đẹp thì còn gì bằng
Khu dã ngoại này khá nổi ở quy nhoen rồi. Đến quy nhơn mà k ghé thì hơi phí. Ở đây mang vẻ đẹp hoang sơ
Tết này được decor thêm nhiều sắc vàng của các loại hoa nữa đó",5,0,0,0,0,0,t,{giai_tri#very_positive}
41,42,"Đi du lịch với công ty nên được công ty dẫn qua quán này để mà ăn, menu quán cũng tạm được đồ ăn cũng khá là vừa miệng, thấy là dễ ăn hơn một số quán chắc là do khúc miền này đồ ăn vị hơi khác tý so với trong miền nam, nhưng cũng khá là ngon rồi, phần salad rau mầm tôm thịt ăn mình thấy ăn ok nhất luôn ấy chứ lâu lắm rồi mới được ăn lại rau mầm nên cũng khá là thích vị đăng đắng nhẹ hà nhưng ăn rồi tý sau có hậu hơi ngọt ngọt đã lắm",0,0,0,4,0,0,đ,{an_uong#positive}
42,43,Cơm gà giòn mùi thơm rẻ nữa 50k thôi hi thấy ngon nên đăng thôi hi,0,0,0,5,0,0,c,{an_uong#very_positive}
43,44,"Ở đây thì khỏi nói về độ sang chảnh rồi. Nhưng mà chắc chắn chất lượng đi đôi với giá tiền luôn. Trên booking xem giá phòng mà thấy dc rate tận 9.6 điểm. Nói vậy là biết rồi ó. Book đi liền thì k nên vì phòng cận ngày đắt lắm phải trên 5tr cơ. book sớm chút là ok. phòng đơn mình không biết chứ phòng đôi mình book trước 2-3 tháng tầm 2-3tr đó, đã bao gồm bữa sáng luôn nha. nói chung có tiền đi du lịch hưởng thụ ở đây thích lắm :( cái bể bơi max sang chảnh và sạch sẽ. đồ ăn cũng ngon nữa",4,0,0,0,0,0, ,{giai_tri#positive}
44,45,"Mình đặt 1 phòng Gia đình cho cả nhà có một số nhận xét như sau:
- Không gian rộng rãi nhiều cây cối kết hợp với gió biển rất thoáng đãng. Phong cách thiết kế chung theo hướng hiện đại với tông màu sáng, nhìn xa khu khách sạn có thiết kế lấy cảm hứng của 1 chiếc du thuyền.
- Bể bơi liên hoàn, với nhiều độ sâu khác nhau nên phù hợp với tất cả thành viên trong gia đình từ người lớn tới trẻ nhỏ. Tuy nhiên không có bể bơi trong nhà, hơi bất tiện nếu hôm nào thời tiết lạnh hoặc mưa.
- Phần sảnh rộng, trần cao với các khung kính lớn đón ánh sáng tự nhiên kết hợp với ánh sáng trang trí nên trông khá sang trọng và hài hoà.
- Phòng nghỉ mới, thiết kế hài hoà. Tuy nhiên nếu để ý kỹ thì có một số thiết bị hơi xuống cấp như TV (bị lỗi điểm ảnh nhỏ giữa màn hình) phần sàn gỗ trước cửa phòng vệ sinh hơi phồng nhẹ,... Tuy nhiên có thể do mình hơi kỹ tính nên nếu cải thiện sẽ hoàn hảo hơn.
- Có xe đưa đón miễn phí theo 1 số khung giờ cố định đến Eo Gió.",4,4,0,0,4,0,m,"{giai_tri#positive}, {luu_tru#positive}, {di_chuyen#positive}"
45,46,"Quán này nhìn trước vào thì cũng không to lắm nhưng khi bước vào quán mới thấy rộng. Được thiết kế với tông màu đen chủ đạo, tạo cho không gian vừa kì bí vừa sang trọng. Đồ ăn ở đây có nhiều loại đồ hải sản rất tươi ngon. Món ăn được chế biến rất cầu kỳ và màu sắc rất sinh động và đẹp mắt. Đầu bếp ở đây tay nghề rất cao nên đồ ăn khá ngon. Chỉ có điều quán đông khách quá nên ồn ào. Quán thích hợp để tụ tập bạn bè hay họp mặt gia đình.",0,0,0,5,0,0,q,{an_uong#very_positive}
46,47,"Lung linh háo hức noel chưa ạ, quán này rất đầu tư đấy nhé. Noel này bạn đã chọn được địa điểm nào để check in chưa nào, 1 không gian Bar trất, nhạc đập rất đã, thưc ăn ở đây khá ngon nhé. Mình thấy giá cả ở đây khá hợp lý so với những bar khác, đặc biệt ở đây t7 CN hàng tuần hoăc lể có anh nhỏ con đẹp trai chụp hình cho nữa nè! Tóm lại mình thấy quán khá ok từ thức ăn nước uống đến nhân viên phục vụ rất tốt. Có dịp sẽ ghé quán này lại thêm vài lần nữa! <3",0,0,0,4,0,0,l,{an_uong#positive}
47,48,"Mình nghe bảo món matcha kem sữa quán này ngon nên uống thử. ấn tượng đầu tiên là không gian đẹp,
menu nhiều món hot như ở đà nẵng mình từng uống qua
matcha uống ổn
trà trái cây cam uống mát mát",0,0,0,4,0,0,m,{an_uong#positive}
48,49,"Quán nằm ở vị trí sát biển nên khá là mát mẻ . Không gian quan thoáng đãng , rộng và rất thích hợp cho các bữa tiệc liên hoan , sinh nhật , ăn uống cùng gia đình ... NHân viên quán đông và phục vụ rất hợp ý khách . Bàn ghế sạch sẽ . Menu đa dạng các món hải sản tươi ngon và giá cả cũng hợp lí nữa . Chất lượng đồ ăn ngon , đậm đà nhất là các loại ốc hấp xả rất thơm . Và lẩu hải sản nhiều , ăn khá no",0,0,4,4,0,0,q,"{nha_hang#positive}, {an_uong#positive}"
49,50,"Nói chung nhà hàng tiệc cưới ở QN cũng sàng sàng ngang nhau về mức giá lẫn chất lượng, mình thấy chỗ này cũng được nếu gần nhà hai họ chứ chả có gì hay ho đặc biệt hết :P",0,0,3,0,0,0,n,{nha_hang#normal}
